"","GEOID1","GEOID2","FULL1_NAME","FULL2_NAME","variable","estimate","moe","centroid1","centroid2","width"
"35","38060","36740","Phoenix-Mesa-Chandler, AZ Metro Area","Orlando-Kissimmee-Sanford, FL Metro Area","MOVEDIN",1228,517,c(-112.070491292226, 33.185706559268),c(-81.3630504913141, 28.4343585875859),2.456
"36","38060","39340","Phoenix-Mesa-Chandler, AZ Metro Area","Provo-Orem, UT Metro Area","MOVEDIN",1198,311,c(-112.070491292226, 33.185706559268),c(-112.352673312044, 39.8644245778437),2.396
"37","38060","36420","Phoenix-Mesa-Chandler, AZ Metro Area","Oklahoma City, OK Metro Area","MOVEDIN",1169,402,c(-112.070491292226, 33.185706559268),c(-97.5038814490705, 35.4298678749503),2.338
"38","38060","14460","Phoenix-Mesa-Chandler, AZ Metro Area","Boston-Cambridge-Newton, MA-NH Metro Area","MOVEDIN",1130,342,c(-112.070491292226, 33.185706559268),c(-71.0219901941539, 42.5181538511535),2.26
"39","38060","12580","Phoenix-Mesa-Chandler, AZ Metro Area","Baltimore-Columbia-Towson, MD Metro Area","MOVEDIN",1107,436,c(-112.070491292226, 33.185706559268),c(-76.551007699503, 39.3055415697504),2.214
"40","38060","37100","Phoenix-Mesa-Chandler, AZ Metro Area","Oxnard-Thousand Oaks-Ventura, CA Metro Area","MOVEDIN",1094,347,c(-112.070491292226, 33.185706559268),c(-119.090385572075, 34.4464885543547),2.188
"41","38060","22660","Phoenix-Mesa-Chandler, AZ Metro Area","Fort Collins, CO Metro Area","MOVEDIN",1081,415,c(-112.070491292226, 33.185706559268),c(-105.4611554898, 40.6664134977079),2.162
"42","38060","44060","Phoenix-Mesa-Chandler, AZ Metro Area","Spokane-Spokane Valley, WA Metro Area","MOVEDIN",1035,428,c(-112.070491292226, 33.185706559268),c(-117.40400828553, 47.6206394354159),2.07
"43","38060","17820","Phoenix-Mesa-Chandler, AZ Metro Area","Colorado Springs, CO Metro Area","MOVEDIN",1002,350,c(-112.070491292226, 33.185706559268),c(-104.657933022342, 38.8425101043517),2.004
"44","38060","12540","Phoenix-Mesa-Chandler, AZ Metro Area","Bakersfield, CA Metro Area","MOVEDIN",996,437,c(-112.070491292226, 33.185706559268),c(-118.729900017101, 35.3428487179529),1.992
"45","38060","41700","Phoenix-Mesa-Chandler, AZ Metro Area","San Antonio-New Braunfels, TX Metro Area","MOVEDIN",899,349,c(-112.070491292226, 33.185706559268),c(-98.6022590795075, 29.4287617920901),1.798
"46","38060","21340","Phoenix-Mesa-Chandler, AZ Metro Area","El Paso, TX Metro Area","MOVEDIN",858,278,c(-112.070491292226, 33.185706559268),c(-106.234828732532, 31.7685507164602),1.716
"47","38060","18140","Phoenix-Mesa-Chandler, AZ Metro Area","Columbus, OH Metro Area","MOVEDIN",825,261,c(-112.070491292226, 33.185706559268),c(-82.9356696070645, 40.0410947352846),1.65
"48","38060","46140","Phoenix-Mesa-Chandler, AZ Metro Area","Tulsa, OK Metro Area","MOVEDIN",807,594,c(-112.070491292226, 33.185706559268),c(-96.1662596443598, 36.2504292674787),1.614
"49","38060","42200","Phoenix-Mesa-Chandler, AZ Metro Area","Santa Maria-Santa Barbara, CA Metro Area","MOVEDIN",794,443,c(-112.070491292226, 33.185706559268),c(-120.055193156306, 34.6996499371524),1.588
"50","38060","47260","Phoenix-Mesa-Chandler, AZ Metro Area","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","MOVEDIN",766,353,c(-112.070491292226, 33.185706559268),c(-76.3877749770064, 36.9145690115707),1.532
